Ticker Pair,Industry,Correlation,Avg P-Value,Tests Run
BLFS/STAA,Medical Instruments & Supplies,0.8936,0.41105,624
HOLX/UTMD,Medical Instruments & Supplies,0.8105,0.41692,624
ATR/ISRG,Medical Instruments & Supplies,0.9387,0.41835,624
COO/WST,Medical Instruments & Supplies,0.913,0.42585,624
BLFS/RGEN,Medical Instruments & Supplies,0.8983,0.42585,624
ATR/WST,Medical Instruments & Supplies,0.8779,0.4282,624
ATR/PDEX,Medical Instruments & Supplies,0.8823,0.42923,624
AZTA/BLFS,Medical Instruments & Supplies,0.8937,0.42946,624
ISRG/WST,Medical Instruments & Supplies,0.8645,0.43015,624
ATRC/AZTA,Medical Instruments & Supplies,0.9253,0.43031,624
ALGN/UTMD,Medical Instruments & Supplies,0.8021,0.43123,624
BAX/ICUI,Medical Instruments & Supplies,0.8673,0.43147,624
AZTA/BDX,Medical Instruments & Supplies,0.8048,0.43148,624
AZTA/STAA,Medical Instruments & Supplies,0.9046,0.43385,624
ISRG/RMD,Medical Instruments & Supplies,0.9077,0.43463,624
MMSI/RGEN,Medical Instruments & Supplies,0.8117,0.43995,624
AZTA/HOLX,Medical Instruments & Supplies,0.8659,0.44109,624
ATR/BDX,Medical Instruments & Supplies,0.9095,0.4424,624
BDX/HOLX,Medical Instruments & Supplies,0.9117,0.4458,624
ATR/LMAT,Medical Instruments & Supplies,0.9316,0.45023,624
ATRC/RGEN,Medical Instruments & Supplies,0.9029,0.45481,624
ISRG/PDEX,Medical Instruments & Supplies,0.8922,0.45603,624
ISRG/LMAT,Medical Instruments & Supplies,0.9716,0.45687,624
ATR/COO,Medical Instruments & Supplies,0.956,0.45729,624
LMAT/MMSI,Medical Instruments & Supplies,0.9581,0.45852,624
ICUI/TFX,Medical Instruments & Supplies,0.8626,0.4623,624
ALGN/BLFS,Medical Instruments & Supplies,0.9024,0.46261,624
MMSI/RMD,Medical Instruments & Supplies,0.8953,0.46359,624
TFX/UTMD,Medical Instruments & Supplies,0.8957,0.47295,624
ATR/BLFS,Medical Instruments & Supplies,0.8163,0.47408,624
BLFS/RMD,Medical Instruments & Supplies,0.8846,0.48001,624
COO/TFX,Medical Instruments & Supplies,0.8673,0.48419,624
BLFS/COO,Medical Instruments & Supplies,0.8403,0.48599,624
ALGN/WST,Medical Instruments & Supplies,0.8306,0.48922,624
ALGN/TFX,Medical Instruments & Supplies,0.8814,0.4935,624
BLFS/PDEX,Medical Instruments & Supplies,0.8235,0.50199,624
ATR/RGEN,Medical Instruments & Supplies,0.8523,0.50339,624
ALGN/AZTA,Medical Instruments & Supplies,0.9286,0.50653,624
LMAT/WST,Medical Instruments & Supplies,0.8429,0.50681,624
ISRG/MMSI,Medical Instruments & Supplies,0.9529,0.51445,624
ATR/AZTA,Medical Instruments & Supplies,0.8155,0.52019,624
RGEN/STAA,Medical Instruments & Supplies,0.8757,0.52087,624
COO/PDEX,Medical Instruments & Supplies,0.8084,0.52255,624
ISRG/RGEN,Medical Instruments & Supplies,0.8209,0.52276,624
ALGN/COO,Medical Instruments & Supplies,0.855,0.52669,624
COO/UTMD,Medical Instruments & Supplies,0.877,0.5292,624
ALGN/ATRC,Medical Instruments & Supplies,0.9185,0.53375,624
COO/ISRG,Medical Instruments & Supplies,0.8692,0.54038,624
MMSI/WST,Medical Instruments & Supplies,0.8516,0.54317,624
LMAT/PDEX,Medical Instruments & Supplies,0.8464,0.54666,624
ATRC/WST,Medical Instruments & Supplies,0.8584,0.54745,624
BLFS/WST,Medical Instruments & Supplies,0.8373,0.54794,624
COO/LMAT,Medical Instruments & Supplies,0.8626,0.54795,624
ATRC/RMD,Medical Instruments & Supplies,0.8571,0.54932,624
MMSI/PDEX,Medical Instruments & Supplies,0.8361,0.55212,624
ATRC/BLFS,Medical Instruments & Supplies,0.878,0.55281,624
ALGN/BDX,Medical Instruments & Supplies,0.8051,0.5548,624
ATR/RMD,Medical Instruments & Supplies,0.918,0.56153,624
ALGN/RGEN,Medical Instruments & Supplies,0.8607,0.57097,624
COO/MMSI,Medical Instruments & Supplies,0.8894,0.57154,624
ALGN/RMD,Medical Instruments & Supplies,0.82,0.57304,624
LMAT/RMD,Medical Instruments & Supplies,0.8861,0.57391,624
COO/HOLX,Medical Instruments & Supplies,0.9489,0.57488,624
RMD/STAA,Medical Instruments & Supplies,0.803,0.58403,624
ALGN/STAA,Medical Instruments & Supplies,0.9065,0.58748,624
BLFS/HOLX,Medical Instruments & Supplies,0.8036,0.58876,624
ATRC/COO,Medical Instruments & Supplies,0.8522,0.60333,624
ATRC/TFX,Medical Instruments & Supplies,0.8303,0.61139,624
ATR/MMSI,Medical Instruments & Supplies,0.9309,0.62282,624
STAA/WST,Medical Instruments & Supplies,0.8042,0.6362,624
ATR/HOLX,Medical Instruments & Supplies,0.921,0.64552,624
ATRC/HOLX,Medical Instruments & Supplies,0.8201,0.65868,624
