Ticker Pair,Industry,Correlation,Avg P-Value,Tests Run
CNA/HCI,Insurance - Property & Casualty,0.8751,0.44136,624
AIZ/ORI,Insurance - Property & Casualty,0.9489,0.44322,624
L/ORI,Insurance - Property & Casualty,0.9557,0.44349,624
HCI/STC,Insurance - Property & Casualty,0.923,0.44484,624
ALL/HIG,Insurance - Property & Casualty,0.9771,0.44556,624
MKL/STC,Insurance - Property & Casualty,0.9252,0.44756,624
AFG/SIGI,Insurance - Property & Casualty,0.9594,0.44888,624
CNA/TRV,Insurance - Property & Casualty,0.9689,0.44936,624
HIG/L,Insurance - Property & Casualty,0.9535,0.45441,624
AFG/L,Insurance - Property & Casualty,0.9149,0.45464,624
ALL/SAFT,Insurance - Property & Casualty,0.9045,0.45517,624
STC/TRV,Insurance - Property & Casualty,0.9333,0.45568,624
CINF/SIGI,Insurance - Property & Casualty,0.9517,0.45575,624
STC/WTM,Insurance - Property & Casualty,0.8994,0.45586,624
CB/SAFT,Insurance - Property & Casualty,0.8816,0.45731,624
PGR/RLI,Insurance - Property & Casualty,0.9398,0.45856,624
ALL/MKL,Insurance - Property & Casualty,0.9548,0.45901,624
HIG/TRV,Insurance - Property & Casualty,0.9836,0.45903,624
CNA/THG,Insurance - Property & Casualty,0.964,0.46143,624
HIG/PGR,Insurance - Property & Casualty,0.9613,0.46183,624
SAFT/WTM,Insurance - Property & Casualty,0.8838,0.46242,624
TRV/WRB,Insurance - Property & Casualty,0.9764,0.46316,624
L/WTM,Insurance - Property & Casualty,0.9134,0.46364,624
SAFT/STC,Insurance - Property & Casualty,0.8679,0.46408,624
CB/PGR,Insurance - Property & Casualty,0.954,0.46457,624
CNA/DGICA,Insurance - Property & Casualty,0.9065,0.46566,624
ORI/WTM,Insurance - Property & Casualty,0.969,0.46706,624
AFG/THG,Insurance - Property & Casualty,0.9411,0.47091,624
PGR/WTM,Insurance - Property & Casualty,0.9428,0.4742,624
CNA/SIGI,Insurance - Property & Casualty,0.9461,0.4746,624
ALL/WRB,Insurance - Property & Casualty,0.9743,0.47667,624
THG/TRV,Insurance - Property & Casualty,0.9449,0.47714,624
AIZ/WTM,Insurance - Property & Casualty,0.9438,0.47736,624
HIG/SIGI,Insurance - Property & Casualty,0.8988,0.47783,624
CNA/HMN,Insurance - Property & Casualty,0.8796,0.4793,624
L/STC,Insurance - Property & Casualty,0.8582,0.48332,624
RLI/WRB,Insurance - Property & Casualty,0.9734,0.48694,624
AIZ/DGICA,Insurance - Property & Casualty,0.9012,0.48707,624
CB/WRB,Insurance - Property & Casualty,0.981,0.48867,624
MCY/THG,Insurance - Property & Casualty,0.8071,0.48871,624
CINF/MKL,Insurance - Property & Casualty,0.9578,0.48995,624
SIGI/THG,Insurance - Property & Casualty,0.9508,0.49041,624
AIZ/RLI,Insurance - Property & Casualty,0.9608,0.49175,624
CNA/MCY,Insurance - Property & Casualty,0.8259,0.49199,624
STC/WRB,Insurance - Property & Casualty,0.8877,0.49272,624
CB/STC,Insurance - Property & Casualty,0.9318,0.4934,624
CINF/L,Insurance - Property & Casualty,0.8853,0.49359,624
CINF/DGICA,Insurance - Property & Casualty,0.9064,0.49379,624
AFG/TRV,Insurance - Property & Casualty,0.9638,0.49596,624
CNA/MKL,Insurance - Property & Casualty,0.9672,0.49598,624
CNA/PGR,Insurance - Property & Casualty,0.8988,0.4975,624
PGR/TRV,Insurance - Property & Casualty,0.9511,0.49909,624
AFG/CB,Insurance - Property & Casualty,0.9722,0.49999,624
CB/L,Insurance - Property & Casualty,0.9417,0.50042,624
CINF/STC,Insurance - Property & Casualty,0.9344,0.50252,624
MCY/MKL,Insurance - Property & Casualty,0.807,0.50739,624
CINF/HCI,Insurance - Property & Casualty,0.8831,0.50761,624
L/RLI,Insurance - Property & Casualty,0.8828,0.50771,624
RLI/SIGI,Insurance - Property & Casualty,0.963,0.50836,624
CNA/SAFT,Insurance - Property & Casualty,0.9357,0.50949,624
CB/HCI,Insurance - Property & Casualty,0.8972,0.50973,624
ALL/WTM,Insurance - Property & Casualty,0.9679,0.50986,624
ALL/STC,Insurance - Property & Casualty,0.9342,0.51035,624
CB/ORI,Insurance - Property & Casualty,0.9827,0.51237,624
CB/CINF,Insurance - Property & Casualty,0.9604,0.51671,624
HCI/MCY,Insurance - Property & Casualty,0.82,0.51674,624
CB/RLI,Insurance - Property & Casualty,0.9717,0.51729,624
AIZ/WRB,Insurance - Property & Casualty,0.9561,0.51864,624
AFG/DGICA,Insurance - Property & Casualty,0.8834,0.521,624
CINF/ORI,Insurance - Property & Casualty,0.9462,0.52185,624
ALL/HCI,Insurance - Property & Casualty,0.9167,0.52242,624
CINF/THG,Insurance - Property & Casualty,0.9755,0.52243,624
HCI/PGR,Insurance - Property & Casualty,0.8886,0.52255,624
HCI/RLI,Insurance - Property & Casualty,0.8665,0.52298,624
AFG/CNA,Insurance - Property & Casualty,0.9546,0.52307,624
CINF/HIG,Insurance - Property & Casualty,0.9384,0.52736,624
CB/THG,Insurance - Property & Casualty,0.9318,0.5278,624
CINF/TRV,Insurance - Property & Casualty,0.9635,0.52794,624
ALL/SIGI,Insurance - Property & Casualty,0.9271,0.52846,624
ALL/MCY,Insurance - Property & Casualty,0.8243,0.52957,624
HCI/MKL,Insurance - Property & Casualty,0.8547,0.53363,624
AFG/ALL,Insurance - Property & Casualty,0.9517,0.5345,624
HIG/WTM,Insurance - Property & Casualty,0.9631,0.53494,624
CINF/SAFT,Insurance - Property & Casualty,0.9376,0.53649,624
ALL/CINF,Insurance - Property & Casualty,0.9652,0.53732,624
AFG/PGR,Insurance - Property & Casualty,0.9091,0.53775,624
HIG/SAFT,Insurance - Property & Casualty,0.8401,0.53883,624
CNA/STC,Insurance - Property & Casualty,0.9279,0.53927,624
RLI/THG,Insurance - Property & Casualty,0.9412,0.54014,624
ORI/RLI,Insurance - Property & Casualty,0.9626,0.54055,624
HCI/ORI,Insurance - Property & Casualty,0.9103,0.54363,624
CINF/PGR,Insurance - Property & Casualty,0.8973,0.54478,624
HCI/TRV,Insurance - Property & Casualty,0.9016,0.54514,624
AIZ/PGR,Insurance - Property & Casualty,0.915,0.54559,624
AIZ/HCI,Insurance - Property & Casualty,0.909,0.5461,624
AIZ/THG,Insurance - Property & Casualty,0.9627,0.54617,624
CINF/CNA,Insurance - Property & Casualty,0.9649,0.54647,624
AIZ/CINF,Insurance - Property & Casualty,0.9764,0.54727,624
ALL/HMN,Insurance - Property & Casualty,0.837,0.54815,624
ALL/THG,Insurance - Property & Casualty,0.9541,0.54918,624
HCI/L,Insurance - Property & Casualty,0.8759,0.54928,624
ALL/ORI,Insurance - Property & Casualty,0.9738,0.55087,624
AFG/SAFT,Insurance - Property & Casualty,0.8945,0.55093,624
CNA/RLI,Insurance - Property & Casualty,0.9333,0.55096,624
AFG/ORI,Insurance - Property & Casualty,0.9558,0.55126,624
ORI/SAFT,Insurance - Property & Casualty,0.8442,0.55372,624
AIZ/SAFT,Insurance - Property & Casualty,0.9167,0.55776,624
PGR/THG,Insurance - Property & Casualty,0.8632,0.55846,624
ORI/TRV,Insurance - Property & Casualty,0.9807,0.55978,624
AIZ/ALL,Insurance - Property & Casualty,0.9737,0.56005,624
AIZ/CNA,Insurance - Property & Casualty,0.9559,0.56361,624
CNA/WTM,Insurance - Property & Casualty,0.9447,0.56377,624
AFG/WRB,Insurance - Property & Casualty,0.9619,0.56384,624
HCI/SIGI,Insurance - Property & Casualty,0.805,0.5644,624
AFG/AIZ,Insurance - Property & Casualty,0.9527,0.56536,624
CINF/HMN,Insurance - Property & Casualty,0.8611,0.56563,624
AIZ/SIGI,Insurance - Property & Casualty,0.9347,0.56572,624
SIGI/STC,Insurance - Property & Casualty,0.872,0.56589,624
ALL/PGR,Insurance - Property & Casualty,0.9553,0.56592,624
CB/HMN,Insurance - Property & Casualty,0.8018,0.56593,624
ALL/RLI,Insurance - Property & Casualty,0.9601,0.56666,624
AIZ/CB,Insurance - Property & Casualty,0.9624,0.56801,624
HIG/STC,Insurance - Property & Casualty,0.9182,0.56802,624
RLI/TRV,Insurance - Property & Casualty,0.968,0.56847,624
HCI/WTM,Insurance - Property & Casualty,0.8676,0.56982,624
HCI/HIG,Insurance - Property & Casualty,0.9112,0.57044,624
CB/CNA,Insurance - Property & Casualty,0.9643,0.57198,624
AIZ/STC,Insurance - Property & Casualty,0.9456,0.57332,624
HIG/RLI,Insurance - Property & Casualty,0.9444,0.57433,624
HCI/WRB,Insurance - Property & Casualty,0.885,0.58175,624
AFG/HCI,Insurance - Property & Casualty,0.8573,0.58414,624
STC/THG,Insurance - Property & Casualty,0.9095,0.58464,624
HCI/THG,Insurance - Property & Casualty,0.8421,0.58574,624
HIG/WRB,Insurance - Property & Casualty,0.9678,0.58637,624
RLI/STC,Insurance - Property & Casualty,0.9011,0.58834,624
PGR/WRB,Insurance - Property & Casualty,0.9756,0.58855,624
AFG/WTM,Insurance - Property & Casualty,0.9493,0.59026,624
AIZ/MKL,Insurance - Property & Casualty,0.9492,0.5904,624
CINF/MCY,Insurance - Property & Casualty,0.8265,0.59265,624
SIGI/WRB,Insurance - Property & Casualty,0.9306,0.59425,624
THG/WRB,Insurance - Property & Casualty,0.9257,0.59634,624
AFG/STC,Insurance - Property & Casualty,0.9098,0.59927,624
CNA/WRB,Insurance - Property & Casualty,0.9386,0.60005,624
CINF/WRB,Insurance - Property & Casualty,0.9493,0.6015,624
AFG/RLI,Insurance - Property & Casualty,0.9597,0.60451,624
CINF/RLI,Insurance - Property & Casualty,0.9623,0.60806,624
AIZ/MCY,Insurance - Property & Casualty,0.8203,0.61348,624
AIZ/HMN,Insurance - Property & Casualty,0.8454,0.62426,624
RLI/SAFT,Insurance - Property & Casualty,0.8971,0.62985,624
AIZ/TRV,Insurance - Property & Casualty,0.9598,0.6343,624
AFG/CINF,Insurance - Property & Casualty,0.9574,0.63669,624
ORI/WRB,Insurance - Property & Casualty,0.9782,0.63695,624
AIZ/L,Insurance - Property & Casualty,0.8848,0.65169,624
AIZ/HIG,Insurance - Property & Casualty,0.9423,0.65402,624
PGR/STC,Insurance - Property & Casualty,0.8524,0.67758,624
ORI/STC,Insurance - Property & Casualty,0.9095,0.70487,624
