Ticker Pair,Industry,Correlation,Avg P-Value,Tests Run
ONCY/VXRT,Biotechnology,0.8183,0.30286,624
ACHV/GYRE,Biotechnology,0.8476,0.30409,624
LSTA/ONCY,Biotechnology,0.8028,0.30536,624
CYCC/TENX,Biotechnology,0.9015,0.30589,624
ACHV/SONN,Biotechnology,0.888,0.30978,624
ALNY/CPRX,Biotechnology,0.8698,0.31582,624
CYCC/IRD,Biotechnology,0.8317,0.31678,624
ABEO/GYRE,Biotechnology,0.9576,0.31745,624
ACHV/IMNN,Biotechnology,0.846,0.31931,624
GYRE/IRD,Biotechnology,0.8494,0.32067,624
ACHV/CSCI,Biotechnology,0.8274,0.32119,624
CYCC/GYRE,Biotechnology,0.9169,0.32255,624
ABEO/CSCI,Biotechnology,0.8841,0.32344,624
GYRE/PSTV,Biotechnology,0.9139,0.32349,624
CYCC/MRKR,Biotechnology,0.8736,0.3239,624
LSTA/TENX,Biotechnology,0.8172,0.32796,624
PSTV/TTNP,Biotechnology,0.816,0.32821,624
IRD/PSTV,Biotechnology,0.8188,0.33461,624
MNKD/XOMA,Biotechnology,0.8324,0.3356,624
ACHV/LSTA,Biotechnology,0.8814,0.33773,624
PALI/SLS,Biotechnology,0.826,0.33835,624
ALNY/INSM,Biotechnology,0.8076,0.33869,624
ACAD/INCY,Biotechnology,0.8174,0.33908,624
CSCI/IBIO,Biotechnology,0.8259,0.34176,624
GYRE/ORKA,Biotechnology,0.9278,0.34212,624
ARWR/TECH,Biotechnology,0.862,0.34293,624
ABEO/LSTA,Biotechnology,0.89,0.34476,624
ACHV/RIGL,Biotechnology,0.8832,0.34574,624
MRKR/WINT,Biotechnology,0.8674,0.34698,624
INSM/VRTX,Biotechnology,0.8148,0.34926,624
GYRE/ONCY,Biotechnology,0.8546,0.35167,624
TENX/WINT,Biotechnology,0.8949,0.35253,624
CORT/HALO,Biotechnology,0.875,0.35287,624
ABEO/VXRT,Biotechnology,0.9445,0.3607,624
CYCC/SNGX,Biotechnology,0.8876,0.36186,624
ALNY/HALO,Biotechnology,0.9233,0.36939,624
BMRN/IONS,Biotechnology,0.8251,0.36963,624
GYRE/SNGX,Biotechnology,0.8852,0.37032,624
ABEO/PSTV,Biotechnology,0.8861,0.37668,624
ACHV/TTNP,Biotechnology,0.8232,0.37729,624
BMRN/INCY,Biotechnology,0.8346,0.37859,624
IRD/VXRT,Biotechnology,0.8249,0.37901,624
ACHV/CAPR,Biotechnology,0.8131,0.3824,624
MNKD/SLS,Biotechnology,0.8578,0.38259,624
PSTV/RIGL,Biotechnology,0.8279,0.3829,624
ALNY/VRTX,Biotechnology,0.9102,0.38735,624
CPRX/HALO,Biotechnology,0.8635,0.39116,624
BMRN/JAZZ,Biotechnology,0.8615,0.39237,624
ALNY/REGN,Biotechnology,0.8917,0.39458,624
REGN/VRTX,Biotechnology,0.8928,0.40113,624
CORT/EXEL,Biotechnology,0.8283,0.40156,624
ABEO/MRKR,Biotechnology,0.89,0.40472,624
GYRE/IBIO,Biotechnology,0.8532,0.40907,624
ABEO/ACHV,Biotechnology,0.8474,0.41115,624
ABEO/TENX,Biotechnology,0.9102,0.413,624
PLUR/XTLB,Biotechnology,0.8234,0.41393,624
INCY/JAZZ,Biotechnology,0.8123,0.41477,624
INCY/IONS,Biotechnology,0.8055,0.41642,624
ACAD/IONS,Biotechnology,0.8126,0.41953,624
ABEO/CAPR,Biotechnology,0.9355,0.42011,624
GYRE/VXRT,Biotechnology,0.9674,0.42178,624
IONS/JAZZ,Biotechnology,0.8049,0.42484,624
ALNY/CORT,Biotechnology,0.8541,0.42861,624
CYTK/HALO,Biotechnology,0.8201,0.43706,624
CORT/INSM,Biotechnology,0.8642,0.44385,624
CYTK/VRTX,Biotechnology,0.8393,0.45017,624
ABEO/SNGX,Biotechnology,0.844,0.45896,624
CLDX/CRDF,Biotechnology,0.8133,0.4611,624
HALO/VRTX,Biotechnology,0.894,0.46656,624
HALO/TECH,Biotechnology,0.8541,0.49083,624
HALO/REGN,Biotechnology,0.8303,0.49119,624
CORT/CPRX,Biotechnology,0.8735,0.50853,624
CORT/VRTX,Biotechnology,0.8824,0.51343,624
GYRE/MRKR,Biotechnology,0.8288,0.51359,624
GYRE/TENX,Biotechnology,0.8421,0.51368,624
CPRX/CYTK,Biotechnology,0.839,0.52591,624
GMAB/TECH,Biotechnology,0.9163,0.60555,624
GMAB/HALO,Biotechnology,0.8018,0.62523,624
